hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ00_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ00_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,moved_to_nlf_unemp,switched_class94,same_state_t1,analytic_sample
937269170419108,1,1.0,1,4,2,8300,83001,1,1,33,17,16580,0,,1.0,,2,1,60,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,51.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1500.0,600.0,1.0,,,,,11829.603,2857.4439,0.0,0.0,0.0,0.0,0,0,8063,1,,,2.0,,,,2914.8095,8270.0,1100.0,430,3.0,4.0,,,,,12024.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,13.0,3.0,42.0,2008,2.0,1,8,2,8300,83001,1,17,16580,0,,1.0,,2,1,61,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1573.0,629.2,1.0,,,,,9269.1968,2529.1136,0.0,0.0,0.0,0.0,0,0,20484,1,,,2.0,,,,2498.0224,8270.0,5400.0,-1,3.0,4.0,,,,,11977.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,13.0,17.0,42.0,2009,MIS4_to_MIS8,illinois,1,2008-2009,1,0,0,0,0,0,1,retention
937269170419108,1,1.0,1,4,2,8300,83001,1,1,33,17,16580,0,,1.0,,2,3,55,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1400.0,500.0,1.0,,,,,10528.1307,2554.5107,0.0,0.0,0.0,0.0,0,0,8063,2,1.0,,,,,,2568.9452,8270.0,4610.0,-1,,,,,,,12025.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,12.0,15.0,42.0,2008,2.0,1,8,2,8300,83001,1,17,16580,0,,1.0,,2,3,56,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1348.0,539.2,1.0,,,,,10213.3511,2584.3983,0.0,0.0,0.0,0.0,0,0,20484,2,1.0,,,,,,2567.9739,8270.0,4650.0,-1,,,,,,,11978.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,12.0,15.0,42.0,2009,MIS4_to_MIS8,illinois,1,2008-2009,1,0,0,0,0,0,1,retention
937279670159102,1,1.0,1,4,2,8300,83001,1,1,33,17,16580,0,,1.0,,2,1,65,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,10251.9469,2628.0518,0.0,0.0,,,0,0,22182,1,1.0,,,,,,2572.0803,7860.0,4010.0,-1,,,,,,,12026.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,12.0,13.0,40.0,2008,1.0,1,8,2,8300,83001,1,17,16580,0,,1.0,,2,1,68,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11261.3831,2758.1823,0.0,0.0,,,0,0,20805,1,1.0,,,,,,2790.7032,,,-1,,,,,,,11979.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,12.0,,,2009,MIS4_to_MIS8,illinois,1,2008-2009,0,1,0,0,1,1,1,retention
710800047561419,1,1.0,1,4,2,8300,83001,1,1,32,18,43780,141,1.0,1.0,,3,3,39,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,1057.69,1.0,,,,,14824.4197,3787.5368,3.0,1.0,0.0,,0,0,44312,2,,,,1.0,1.0,,3781.3278,9470.0,3820.0,-1,,,,,,,12131.0,2008,576,573,0.0,0.0,1.0,0.0,0.0,18.0,12.0,51.0,2008,1.0,1,8,2,8300,83001,1,18,43780,141,1.0,1.0,,3,3,40,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,55.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,19109.1393,4716.0913,3.0,1.0,0.0,,0,0,8076,2,,,,1.0,2.0,,4744.6499,9470.0,3820.0,3920,,,,,,,12089.0,2009,588,573,0.0,0.0,1.0,0.0,0.0,17.0,12.0,51.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,0,1,retention
907005611104478,1,1.0,1,4,2,8300,83001,1,1,32,18,43780,141,1.0,1.0,,3,3,57,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,36.0,,36.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1946.0,700.56,1.0,,,,,10271.9541,2513.5931,0.0,0.0,0.0,0.0,0,0,4975,2,1.0,,,,,,2506.4361,7860.0,9120.0,-1,,,,,,,12168.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,12.0,22.0,40.0,2008,1.0,1,8,2,8300,83001,1,18,43780,141,1.0,1.0,,3,3,58,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,10.0,28.0,,,10.0,,,4.0,3.0,0.0,1,2.0,,1.0,1282.0,448.7,2.0,2.0,,,,9202.4541,2286.3016,0.0,0.0,1.0,1.0,0,42,42426,2,1.0,,,,,,2313.801,7860.0,9120.0,-1,,,,,,,12126.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,12.0,22.0,40.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,0,1,retention
390989099917199,1,1.0,4,4,2,8300,83001,1,1,32,18,16980,89,2.0,1.0,,7,4,42,,1,39,2,,2,2,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1650.0,660.0,2.0,2.0,,,,10415.6093,2653.2516,4.0,1.0,1.0,1.0,0,42,22321,2,1.0,,,,,,2703.1442,670.0,8960.0,-1,,,,,1.0,,12232.0,2008,576,573,0.0,0.0,0.0,1.0,0.0,12.0,21.0,24.0,2008,1.0,4,8,2,8300,83001,1,18,16980,89,2.0,1.0,,7,4,43,,1,39,2,,2,1,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,8293.2235,2659.1462,4.0,1.0,,,0,0,42388,2,1.0,,,,,,2330.4245,4070.0,9600.0,-1,,,,,1.0,,12197.0,2009,588,573,0.0,0.0,0.0,1.0,0.0,12.0,22.0,21.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,0,1,0,1,0,1,1,retention
407009511108728,1,2.0,1,4,2,8300,83001,1,1,32,18,26900,81,2.0,1.0,,5,3,56,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,44.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,1.0,,,,10154.6213,2484.8812,0.0,0.0,0.0,,0,0,51449,2,,,,,,2.0,2477.806,7860.0,2320.0,2200,,,,,,,12235.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,2.0,1,8,2,8300,83001,1,18,26900,81,2.0,1.0,,5,3,57,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,9253.5465,2298.9953,0.0,0.0,0.0,,0,0,32453,2,,,,,,2.0,2326.6474,7860.0,2310.0,-1,,,,,,,12200.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,1,1,retention
630980092017069,1,1.0,4,4,2,8300,83001,1,1,32,18,31140,0,2.0,1.0,,5,1,65,,2,35,2,,1,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1500.0,600.0,1.0,,,,,8056.8723,2199.5458,0.0,0.0,0.0,0.0,0,0,12716,1,,,,,,,2161.4826,7860.0,4220.0,4220,,,,,,,12245.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,9.0,14.0,40.0,2008,1.0,4,8,2,8300,83001,1,18,31140,0,2.0,1.0,,5,1,66,,2,35,2,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,25.0,,27.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,250.0,2.0,2.0,,,,13431.5065,3096.7538,0.0,0.0,0.0,0.0,0,0,25893,1,,,,,,,3105.84,3870.0,4220.0,4220,,,,,,,12211.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,9.0,14.0,11.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,0,1,0,1,0,1,1,retention
998099170009101,1,1.0,1,4,2,8300,83001,1,1,32,18,26900,0,2.0,1.0,,5,1,55,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1600.0,384.0,2.0,2.0,,,,10154.6213,2484.8812,0.0,0.0,1.0,1.0,0,0,34427,1,1.0,,,,,,2477.806,7860.0,4010.0,-1,,,,,,,12357.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,12.0,13.0,40.0,2008,1.0,1,8,2,8300,83001,1,18,26900,0,2.0,1.0,,5,1,56,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1300.0,312.0,2.0,2.0,,,,9253.5465,2298.9953,0.0,0.0,1.0,1.0,0,42,20911,1,1.0,,,,,,2326.6474,7860.0,4010.0,-1,,,,,,,12324.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,12.0,13.0,40.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,0,1,retention
507007791108348,1,1.0,1,4,2,8300,83001,1,1,32,18,0,0,3.0,2.0,,0,3,35,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,2850.0,855.0,2.0,2.0,,,,14837.4773,3695.5369,3.0,1.0,1.0,1.0,0,0,8452,2,,,3.0,,,,3692.1106,7860.0,2540.0,-1,,,,,,,12416.0,2008,576,573,0.0,0.0,1.0,0.0,0.0,14.0,8.0,40.0,2008,2.0,1,8,2,8300,83001,1,18,0,0,3.0,2.0,,0,3,36,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2000.0,740.0,2.0,2.0,,,,14736.4717,3654.6306,3.0,1.0,1.0,1.0,0,42,21037,2,,,2.0,,,,3710.1418,7860.0,2540.0,-1,,,,,,,12378.0,2009,588,573,0.0,0.0,1.0,0.0,0.0,13.0,8.0,40.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,0,1,retention
937068953179020,1,1.0,1,4,2,8300,83001,1,1,32,18,0,0,3.0,2.0,,0,3,41,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,3411.0,2676.9,2.0,2.0,,,,14674.1233,3734.299,4.0,2.0,1.0,1.0,0,0,34536,2,1.0,,,,,,3742.9911,670.0,3540.0,-1,,,,,,,12481.0,2008,576,573,0.0,0.0,0.0,1.0,0.0,12.0,10.0,24.0,2008,2.0,3,8,2,8300,83001,1,18,0,0,3.0,2.0,,0,1,40,,1,39,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1700.0,680.0,2.0,2.0,,,,18920.86,4669.6244,4.0,2.0,0.0,0.0,0,0,4680,2,1.0,,,,,,4697.9017,7790.0,9000.0,-1,,,,,,,12427.0,2009,588,573,0.0,0.0,0.0,1.0,0.0,12.0,22.0,39.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,0,1,0,1,0,1,1,retention
988949170326101,1,2.0,1,4,2,8300,83001,1,1,32,18,14020,0,,1.0,,2,3,45,1.0,2,41,1,,2,1,2,1,2,57,57,138,1,0,0,1.0,1.0,,32.0,,28.0,,,22.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,1883.0,403.84,2.0,1.0,,,,10931.9998,2734.1565,8.0,2.0,0.0,0.0,0,0,4957,2,,,3.0,,,,2733.0375,7890.0,3620.0,-1,,,,,,,12605.0,2008,576,573,0.0,1.0,1.0,0.0,1.0,14.0,11.0,40.0,2008,1.0,1,8,2,8300,83001,1,18,14020,0,,1.0,,2,3,46,1.0,2,42,1,,1,2,1,2,57,57,138,1,0,0,2.0,1.0,,30.0,,30.0,,,18.0,,,7.0,2.0,0.0,1,2.0,,1.0,1900.0,608.0,2.0,2.0,,,,10162.267,2454.912,3.0,2.0,0.0,0.0,0,0,17405,2,,,3.0,,,,2500.9061,7860.0,3620.0,-1,,,,,,,12545.0,2009,588,573,0.0,0.0,1.0,0.0,0.0,14.0,11.0,40.0,2009,MIS4_to_MIS8,indiana,0,2008-2009,1,0,0,0,0,1,1,retention
8523760998280,1,1.0,6,4,2,8300,83001,1,1,21,36,35620,47,1.0,1.0,,7,2,40,,1,40,2,,1,0,0,5,2,333,333,333,4,10,5,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1000.0,600.0,1.0,,,,,10820.8422,2710.8337,,,0.0,1.0,0,0,14211,1,,,3.0,,,,2808.3136,8190.0,3410.0,-1,,,,,,,23290.0,2008,576,573,,,,,,14.0,10.0,41.0,2008,1.0,6,8,2,8300,83001,1,36,35620,47,1.0,1.0,,7,2,41,,1,40,2,,0,0,5,2,333,333,333,4,10,5,1.0,1.0,,-4.0,,65.0,,,,,,2.0,4.0,0.0,1,1.0,1.0,1.0,2200.0,1346.0,1.0,,,,,13079.5911,3213.3649,,,1.0,1.0,0,0,38156,1,,,1.0,,,,3309.8384,8190.0,3410.0,-1,,,,,,,23304.0,2009,588,573,,,,,,12.0,10.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
30153760975592,1,1.0,1,4,2,8300,83001,1,1,21,36,35620,81,1.0,1.0,,7,3,34,1.0,1,46,4,,2,1,2,1,2,231,231,231,4,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,,,,15032.748,3586.1626,5.0,2.0,0.0,,0,0,58757,2,,,,,,,3712.832,9480.0,3540.0,-1,,,,,,,23313.0,2008,576,573,1.0,1.0,0.0,0.0,1.0,18.0,10.0,51.0,2008,1.0,1,8,2,8300,83001,1,36,35620,81,1.0,1.0,,7,3,35,1.0,1,44,4,,1,2,1,2,231,231,231,4,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3700.0,1480.0,1.0,,,,,13579.5525,3362.5384,6.0,2.0,1.0,1.0,0,42,63840,2,,,,,,2.0,3371.6968,9480.0,3250.0,-1,,,,,,,23320.0,2009,588,573,1.0,0.0,1.0,0.0,1.0,18.0,10.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
53703760948694,1,1.0,1,4,2,8300,83001,1,1,21,36,35620,47,1.0,1.0,,7,3,54,1.0,2,39,4,,2,1,2,1,2,207,207,207,4,0,6,2.0,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,17072.3986,4418.6648,4.0,1.0,,,0,0,40154,2,1.0,,,,,,4365.7885,8380.0,5860.0,-1,,,,,,,23331.0,2008,576,573,0.0,0.0,0.0,1.0,0.0,12.0,17.0,43.0,2008,2.0,1,8,2,8300,83001,1,36,35620,47,1.0,1.0,,7,3,55,1.0,2,39,4,,1,2,1,2,207,207,207,4,0,6,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1300.0,520.0,2.0,2.0,,,,15283.9365,3773.7848,0.0,0.0,1.0,1.0,0,42,1645,2,1.0,,,,,,3842.8866,8370.0,4610.0,-1,,,,,,,23339.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,12.0,15.0,43.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
107904873195106,1,1.0,4,4,2,8300,83001,1,1,21,36,35620,61,1.0,1.0,,7,1,52,,2,36,1,2.0,1,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,535.0,1.0,,,,,18030.8916,4379.0407,0.0,0.0,0.0,,0,0,14340,1,,,,,,,4507.7849,9480.0,4540.0,-1,,,,,,,23376.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,10.0,15.0,51.0,2008,1.0,4,8,2,8300,83001,1,36,35620,61,1.0,1.0,,7,1,53,,2,36,1,2.0,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1740.0,560.0,1.0,,,,,17043.6527,4168.9779,0.0,0.0,0.0,0.0,0,0,13568,1,,,,,,,4194.3963,6180.0,4540.0,-1,,,,,,,23393.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,10.0,15.0,23.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
263476077903796,1,1.0,3,4,2,8300,83001,1,1,21,36,35620,47,1.0,1.0,,7,1,24,,1,43,4,,1,1,1,7,2,57,368,368,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,576.92,1.0,,2.0,,,13346.2942,3109.4327,0.0,0.0,0.0,,0,0,48568,1,,,,2.0,,,3297.754,7860.0,1110.0,-1,,,,,,,23412.0,2008,576,573,0.0,0.0,0.0,0.0,0.0,16.0,3.0,40.0,2008,1.0,3,8,2,8300,83001,1,36,35620,47,1.0,1.0,,7,1,25,,1,43,4,,1,1,7,2,57,368,368,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,865.0,2.0,2.0,,,,12055.0492,3111.253,0.0,0.0,1.0,,0,42,13454,1,,,,2.0,,,3095.9553,7860.0,7010.0,-1,,,,,,,23420.0,2009,588,573,0.0,0.0,0.0,0.0,0.0,16.0,20.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
263476077903796,1,1.0,3,4,2,8300,83001,1,1,21,36,35620,47,1.0,1.0,,7,7,26,,1,39,4,,2,1,4,7,2,57,368,368,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1145.0,458.0,2.0,2.0,,,,14786.219,3527.3515,,,1.0,1.0,0,42,48568,2,1.0,,,,,,3651.9435,8190.0,4020.0,-1,2.0,,,,,,23414.0,2008,576,573,,,,,,12.0,13.0,41.0,2008,1.0,3,8,2,8300,83001,1,36,35620,47,1.0,1.0,,7,7,27,,1,39,4,,1,4,7,2,57,368,368,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,1630.0,982.0,2.0,2.0,,,,12055.0492,3111.253,,,1.0,1.0,0,42,13454,2,1.0,,,,,,3095.9553,8190.0,3920.0,-1,2.0,,,,,,23422.0,2009,588,573,,,,,,12.0,12.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
397947608004678,1,1.0,6,4,2,8300,83001,1,1,21,36,35620,85,1.0,1.0,,7,2,33,,1,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,,,,17125.7198,4141.7557,,,1.0,,0,0,40294,1,,,,,,2.0,4229.7602,7860.0,2310.0,-1,,,,,,,23573.0,2008,576,573,,,,,,18.0,8.0,40.0,2008,1.0,6,8,2,8300,83001,1,36,35620,85,1.0,1.0,,7,2,34,,1,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,2500.0,1.0,,,,,12086.971,3101.3753,,,0.0,,0,0,38325,1,,,,,,2.0,3104.1534,7860.0,2310.0,-1,,,,,,,23582.0,2009,588,573,,,,,,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
699000300530973,1,1.0,7,4,2,8300,83001,1,1,21,36,35620,81,1.0,1.0,,7,2,50,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3500.0,1500.0,1.0,,,,,16538.4389,4045.8376,,,1.0,1.0,0,0,1974,1,,,,,,3.0,4134.6666,7860.0,2310.0,-1,,,,,,,23717.0,2008,576,573,,,,,,18.0,8.0,40.0,2008,1.0,7,8,2,8300,83001,1,36,35620,81,1.0,1.0,,7,2,51,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,32.0,,26.0,,,22.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,1846.15,1.0,,,,,17061.4004,4145.3093,,,0.0,,0,0,13700,1,,,,,,2.0,4198.764,7860.0,2310.0,-1,,,,,,,23739.0,2009,588,573,,,,,,18.0,8.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
699400011530973,1,1.0,6,4,2,8300,83001,1,1,21,36,35620,85,1.0,1.0,,7,2,35,,1,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,70.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1384.0,1.0,,,,,15014.8501,3772.6647,,,1.0,,0,0,48699,1,,,,,,3.0,3829.9017,7860.0,2310.0,2310,,,,,,,23723.0,2008,576,573,,,,,,18.0,8.0,40.0,2008,1.0,6,8,2,8300,83001,1,36,35620,85,1.0,1.0,,7,2,36,,1,43,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2156.0,1.0,,,,,11650.9843,2876.0344,,,1.0,,0,42,13742,1,,,,2.0,,,2892.8483,7860.0,2630.0,-1,,,,,,,23741.0,2009,588,573,,,,,,16.0,9.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
730609965990800,1,1.0,7,4,2,8300,83001,1,1,21,36,35620,81,1.0,1.0,,7,2,58,,2,39,1,4.0,1,0,0,7,2,364,364,364,4,0,4,1.0,1.0,,38.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2602.0,988.76,1.0,,,,,15620.7569,3731.9849,,,1.0,1.0,0,0,48674,1,1.0,,,,,,3811.5853,8190.0,5700.0,-1,,,,,,,23761.0,2008,576,573,,,,,,12.0,17.0,41.0,2008,1.0,7,8,2,8300,83001,1,36,35620,81,1.0,1.0,,7,2,59,,2,39,1,4.0,0,0,7,2,364,364,364,4,0,4,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1260.0,500.0,2.0,2.0,,,,14803.1141,3711.9312,,,0.0,0.0,0,0,47084,1,1.0,,,,,,3721.992,8190.0,5700.0,-1,,,,,,,23787.0,2009,588,573,,,,,,12.0,17.0,41.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
730609996899336,1,1.0,7,4,2,8300,83001,1,1,21,36,35620,61,1.0,1.0,,7,14,24,,1,43,1,,2,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,673.07,2.0,2.0,2.0,,,16495.514,3942.5702,,,0.0,,0,0,48613,2,,,,2.0,,,4075.8991,9470.0,3850.0,-1,,,,,,,23779.0,2008,576,573,,,,,,16.0,12.0,51.0,2008,1.0,7,8,2,8300,83001,1,36,35620,61,1.0,1.0,,7,14,25,,1,43,1,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,55.0,,55.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,1057.69,1.0,,,,,12346.9387,3141.2772,,,0.0,,0,0,1751,2,,,,2.0,,,3170.9178,9470.0,3850.0,-1,,,,,,,23810.0,2009,588,573,,,,,,16.0,12.0,51.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
