HHID,PN,SSUBHH,RSUBHH,SPN_SP,SCSR,SFAMR,SFINR,SJ2JOBNDX,SJ2Z140,SJ2Z142,SJ2Z143,SJ2Z510M,SJ2Z504,SJ2Z139,SJ2Z505,SJ2Z507,SJ2Z200,SJ2Z503,SJ2W401,SJ2W403,SJ2W404M1,SJ2W404M2,SJ2W404M3,SJ2W404M4,SJ2W407,SJ2W408,SJ2W460,SJ2W410,SJ2W411,SJ2W412M,SJ2W405,SJ2W799,SJ2Z508,SJ2W790,SJ2W452,SJ2W419,SJ2W420M1,SJ2W420M2,SJ2W420M3,SJ2W420M4,SJ2W458,SJ2W434,SJ2W435,SJ2W436,SJ2W437,SJ2W439,SJ2W440,SJ2W441,SJ2W443,SJ2W444,SJ2W445,SJ2W446,SJ2W447,SJ2W448,SJ2W449,SJ2W451,SJ2W422,SJ2W424,SJ2352,SJ2850,SJ2338,SJ2945,SJ2W429M1,SJ2W429M2,SJ2W429M3,SJ2W429M4,SJ2W429M5,SJ2W425,SJ2W009,SJ2W455,SJ2W010,SJ2W011,SJ2W012,SJ2W002,SJ2W003,SJ2W004,SJ2W005,SJ2801,SJ2W431,SJ2W432,SJ2W433,SJ2881,SJ2404,SJ2405,SJ2809,SJ2810,SJ2811,SJ2406,SJ2407,SJ2408,SJ2409,SJ2878,SJ2396,SJ2397,SJ2806,SJ2807,SJ2808,SJ2398,SJ2399,SJ2400,SJ2401,SJ2938,SJ2812,SJ2813,SJ2814,SJ2815,SJ2417,SJ2939,SJ2660,SJ2661,SJ2662,SJ2664,SJ2816,SJ2817,SJ2818,SJ2819,SJ2988,SJ2W426,SJ2W013,SJ2W108,SJ2W014,SJ2W086,SJ2W015,SJ2W016,SJ2W028,SJ2W049,SJ2W051,SJ2W052,SJ2W053,SJ2W054,SJ2W065,SJ2W427M1,SJ2W427M2,SJ2W427M3,SJ2W427M4,SJ2W063,SJ2W453M1,SJ2W453M2,SJ2W453M3,SJ2W453M4,SJ2W453M5,SJ2W453M6,SJ2W099,SJ2W018,SJ2W100,SJ2W019,SJ2W428,SJ2353,SJ2903,SJ2354,SJ2W457,SJ2926,SJ2927,SJ2928,SJ2929,SJ2931M1,SJ2931M2,SJ2931M3,SJ2363,SJ2364,SJ2365,SJ2366,SJ2932,SJ2933,SJ2934,SJ2935,SJ2947,SJ2356,SJ2789,SJ2790,SJ2791,SJ2357,SJ2358,SJ2359,SJ2360,SJ2W089,SJ2W091,SJ2W092,SJ2W093,SJ2W094,SJ2W459,SWEBNONRSP,SJ2MODE,SVDATE,SVERSION
013158,010,0,0,,1,1,1,1,,1977,1997,6,301,1,101,1,2012,2,,1,,,,,1,301,,1977,1997,6,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,99999998,,0,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,5,1,,,65,,549,4,5,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
013194,010,1,1,,1,1,1,1,,2005,,7,304,1,101,98,1994,1,,1,,,,,98,304,,2005,,7,2,1,2,1,5,1,1,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,98,,99999999,,,1,,,,,8,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1
013371,010,1,1,012,1,1,1,2,1,,,,302,1,102,2,2014,2,,1,,,,,2,302,,,,,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,1,5,,,1,100,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,90,,,,1,1,1,1,1,,,14000,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
013371,012,1,1,010,5,5,5,1,,1970,2006,7,301,1,101,2,2012,2,,1,,,,,2,301,,1970,2006,7,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,99999998,,0,49999,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,5,,,,,,,,,,5,1,,,59,,2000,4,1,1,,,,3,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
013399,010,0,0,,1,1,1,1,,1983,2009,7,301,1,101,1,2012,2,,5,7,,,,1,301,,1983,2009,7,1,1,1,2,5,1,,,,,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9999999,1,70,,99999999,,,1,,,,,8,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1
013590,030,0,0,,1,1,1,2,,,,,303,1,101,1,2014,2,,1,,,,,1,303,,,,,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,995000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,5,,,,,1,10,,,,5,1,,,65,,3000,4,5,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
013802,020,2,2,,1,1,1,1,1,1983,2002,2,301,1,101,10,2018,2,,6,,,,,10,301,,1983,2002,2,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1
013813,010,0,0,,1,1,1,1,,1986,2001,2,301,1,101,2,2012,2,,6,,,,,2,301,,1986,2001,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1
013814,010,0,0,040,5,5,1,10,2,,,,,1,101,1,1998,,,1,,,,,1,,,,,,1,1,1,,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,23,,,,,,,,,1,99999999,,250001,99999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,1,1,,3,5,,,,,5,1,,,70,,16000,6,5,4,,,,1,1,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
013817,010,1,1,011,5,5,1,1,,1967,1995,2,301,1,101,,2012,2,,1,,,,,,301,,1967,1995,2,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,36,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,55,,5000,4,5,1,,,,3,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5,1
013820,020,0,0,010,5,1,5,1,2,1965,2021,,301,1,101,,2010,1,,1,,,,,,301,,1965,2021,,1,1,1,1,5,1,6,,,,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000000,1,80,,12000,4,8,1,,,,1,8,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,1
013902,010,0,0,020,5,5,1,1,,1967,1997,4,301,1,101,10,2012,2,,1,,,,,10,301,,1967,1997,4,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,30,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,64,,1471,4,5,1,,,,1,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
014028,010,0,0,020,1,5,1,1,,1971,1998,2,301,1,101,99,2012,2,,6,,,,,99,301,,1971,1998,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1
014069,010,0,0,020,1,5,1,1,,1952,1996,2,301,1,101,,2012,2,,1,,,,,,301,,1952,1996,2,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,99999998,,0,99999996,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,5,,,,,,,,,,5,1,,,62,,959,4,5,1,,,,1,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
014085,010,0,0,,1,1,1,1,2,,2004,,301,1,102,1,2014,2,,5,4,,,,1,301,,,2004,,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2004,9999999,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1
014149,030,0,0,020,1,1,1,1,1,1962,2004,5,301,1,101,2,2012,2,,1,,,,,2,301,,1962,2004,5,97,1,97,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,58,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,60,,12268,4,1,5,,,,2,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,1
014167,040,0,0,010,3,1,5,3,,1984,1986,5,305,2,102,97,1994,2,,1,,,,,97,305,,1984,1986,5,1,2,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,98,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,65,,211,4,5,1,,,,3,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,6,1
014167,040,0,0,010,3,1,5,2,,1978,1984,5,304,1,101,97,1994,2,,1,,,,,97,,,1978,1984,5,1,1,1,,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,6,,,,,,,,,1,99999998,,50001,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,5,,,,,,,,,,5,1,,,65,,105,4,5,1,,,,3,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,6,1
014224,010,0,0,,1,1,1,2,,1970,2001,5,303,1,101,3,1994,2,,1,,,,,3,303,,1970,2001,5,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,,,,,,,,,1,99999998,,0,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,5,1,,,72,,125,4,5,3,9998,98,98,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
014234,010,1,1,,1,1,1,3,,1963,1976,5,303,2,102,,2012,2,,2,,,,,-8,303,303,1963,1976,5,1,2,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,22,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
014234,010,1,1,,1,1,1,2,,1976,1999,5,302,1,101,,2012,2,,2,,,,,-8,302,302,1976,1999,5,97,1,97,2,5,1,,,,,,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,23,,,,,,,,,1,-8,,0,99999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,,,3,,5,,,,,,,,1,1,,,63,,222,4,1,1,,,,,5,4,,,,-8,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
014234,011,5,5,,1,1,1,1,2,1983,2015,,301,1,101,3,2010,2,,2,,,,,3,301,301,1983,2015,-8,97,1,97,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,,,40,,,,,,,,,1,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,1,2,5,,,5,,,,,5,5,,,,,,,,,,,,,,2,,,,,,,,,,,2020,26000,,,1,85,,,,5,,1,5,2,,,,,,,400000,,,,,,,,,,,,,,,,,,5,,3,6,1
014332,011,5,5,,1,1,1,2,,1964,1991,5,302,1,101,99,2012,2,,1,,,,,99,302,,1964,1991,5,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,29,,,,,,,,,1,99999998,,10001,49999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,1,,,54,,99999999,,,1,,,,,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,5,1
014332,011,5,5,,1,1,1,3,,9998,9998,5,303,2,102,2,2012,2,,1,,,,,2,303,,,,5,97,2,97,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,,,,,,,,,1,99999998,,0,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,1,,,98,,99999999,,,1,,,,,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,5,1
014397,020,0,0,010,5,5,5,3,,1981,1988,4,303,1,102,1,2012,2,,1,,,,,1,303,,1981,1988,4,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
014427,012,2,2,010,1,5,5,10,2,,,,,3,103,1,2018,,,5,4,,,,1,,,,,,1,3,1,,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2021,18000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
014427,012,2,2,010,1,5,5,10,2,,,,,2,102,1,2018,,,5,4,,,,1,,,,,,1,2,1,,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2021,58000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
014427,012,2,2,010,1,5,5,10,,2020,,,,,,,,,5,,,,,,,301,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
014427,012,2,2,010,1,5,5,1,2,2020,,4,301,1,101,1,2018,1,,1,,,,,1,301,,2020,,4,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,,,5,,,,,,1,38298,,,,,,,,,,1,5,,1,4,,,,,27000,,,,1,1,4,,,,,,,,,100,,,,1,1,5,,,7,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,72,,,,1,1,1,1,1,,,38260,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
014458,031,0,0,030,5,5,1,1,2,1969,2005,4,301,1,101,2,2006,2,,1,,,,,2,301,,1969,2005,4,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,,,,,,,,,1,-8,,0,99999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,99999996,0,-8,,,,,,,,,,-8,1,,,-8,,-8,-8,,-8,,,,-8,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
014605,010,0,0,040,1,5,1,1,2,,2005,,301,1,101,98,2006,2,,5,1,,,,98,301,,,2005,,1,1,1,2,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,15000,3,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1
014605,040,0,0,010,5,1,5,2,1,2006,,5,302,1,101,1,2010,1,,1,,,,,1,302,,2006,,5,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,1,7,,,,,1,250000,,,,,,,,,,1,5,,1,1,15,,,,,,,,1,1,4,,,,,,,,,47,,,,5,,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,8,1,3,,,,,,,,,,,2,,,,,900,,,,1,,,,1,5,,2,3,1
014605,040,0,0,010,5,1,5,10,,2006,,,,,,,,,5,,,,,,,302,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
014758,020,0,0,,1,1,1,2,1,1975,2001,2,302,1,101,99,2018,2,,1,,,,,99,302,,1975,2001,2,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,99999998,,0,99999996,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,1,1,5,,,,,,,,8,1,,,65,,200000,6,1,1,,,,,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
014959,010,0,0,020,5,5,1,2,,1955,1996,2,302,1,101,1,2012,2,,1,,,,,1,,,1955,1996,2,1,1,1,,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,8,1,,,70,,8000,6,5,4,,,,8,8,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,2,1
015000,010,0,0,011,5,1,1,1,2,1992,2018,2,302,1,101,1,2010,2,,5,4,,,,1,302,,1992,2018,2,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2018,700000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
015000,011,0,0,010,1,5,5,1,2,1992,2019,2,301,1,102,6,2018,2,,5,4,,,,6,301,,1992,2019,2,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2020,650000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
015056,020,0,0,,1,1,1,1,,1952,1993,2,301,1,101,99,2012,2,,2,,,,,97,301,301,1952,1993,2,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,29,,,,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,1,,,61,,188,4,1,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
015225,020,0,0,,1,1,1,10,,,,,,1,101,3,2012,,,5,4,,,,3,,,,,,3,1,3,,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2017,3500000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1
015239,010,0,0,,1,1,1,1,1,1996,2016,,301,1,101,3,1992,2,,5,97,,,,3,301,,1996,2016,,3,1,3,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,2,1
015344,010,0,0,020,1,1,1,1,2,1980,,1,301,1,101,1,2004,1,,5,1,,,,1,301,,1980,,1,1,1,1,1,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,42000,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1
015372,010,0,0,,1,1,1,1,,1960,1984,1,301,1,101,97,2012,2,,1,,,,,97,301,,1960,1984,1,97,1,97,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,55,,196,4,5,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
015436,020,0,0,,1,1,1,1,,9998,1994,2,301,1,101,3,2012,2,,9,,,,,3,301,,,1994,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1
015511,040,0,0,,1,1,1,1,2,1991,2014,,301,1,101,1,2010,2,,5,4,,,,1,301,,1991,2014,,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2014,9999999,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,6,1
015514,020,0,0,,1,1,1,1,,1958,,2,301,1,101,3,2012,2,,1,,,,,3,301,,1958,,2,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,25,,,,,,,,,1,99999998,,0,99999996,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,61,79,,1,1,5,,,,,,,,8,1,,,98,,800,4,5,1,,,,,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5,1
015709,020,0,0,,1,1,1,1,1,1988,2017,,301,1,101,1,2010,2,,5,4,,,,1,301,,1988,2017,,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2019,75000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,5,1
015834,010,1,1,,1,1,1,1,2,1964,2010,1,302,1,101,1,2010,2,,1,,,,,1,302,,1964,2010,1,3,1,3,2,5,1,,,,,,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,40,,,,,,,,,1,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,1,,3,,,,,,5,1,,,70,6,40000,6,5,4,,,,,1,1,,,,80000,3,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
015983,010,0,0,,1,1,1,1,2,1989,,,301,1,101,1,2010,1,,1,,,,,1,301,,1989,,,1,1,1,1,5,1,5,,,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2018,80000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,5,1
016174,040,0,0,,1,1,1,1,3,1991,2017,,301,1,101,1,2010,2,,1,,,,,1,301,,1991,2017,,3,1,3,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,113000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,5,,,,,,,,,,1,1,,,75,,1985,4,5,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,1,1
016221,010,2,2,,1,1,1,10,,,,,,1,101,,2018,,,2,,,,,2,306,306,1990,2001,3,2,1,,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,12,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,61,,442,4,1,1,,,,,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
